,text
0,"['surprises', 'meditating', 'thinking', 'used', 'interchangeably', 'fact', 'remarkably', 'different', 'things', 'different', 'ways', 'approach', 'question', 'resonate', 'japanese', 'zen', 'approach', 'big', 'mind', 'small', 'mind', 'small', 'mind', 'describes', 'thinking', 'mindour', 'intellectual', 'mind', 'aspect', 'mind', 'familiar', 'aspect', 'mind', 'use', 'day', 'live', 'life', 'thinking', 'situations', 'decisions', 'projects', 'essential', 'necessary', 'helpful', 'equally', 'noticed', 'potential', 'problematic', 'busy', 'distracting', 'exhausting', 'overwhelming', 'big', 'mind', 'hand', 'refers', 'quality', 'awarenessthe', 'aspect', 'mind', 'allows', 'aware', 'thoughts', 'arise', 'noticed', 'meditating', 'ability', 'thoughts', 'replay', 'moment', 'itself', 'arise', 'awarenessthis', 'big', 'mindand', 'tends', 'feel', 'quite', 'spacious', 'leaving', 'feeling', 'ease', 'nature', 'aspect', 'awareness', 'free', 'opinion', 'belief', 'judgment', 'simply', 'witnesses', 'mind', 'moment', 'thoughts', 'thoughts', 'thoughts', 'witnessing', 'involved', 'gives', 'impression', 'having', 'stepped', 'zoomed', 'shifting', 'perception', 'mind', 'main', 'point', 'meditating', 'engaged', 'thinking', 'mean', 'mind', 'emptythoughts', 'appearbut', 'looking', 'engage', 'thoughts', 'training', 'mind', 'longer', 'chase', 'thought', 'like', 'longer', 'resist', 'thought', 'like', 'instead', 'learning', 'familiarize', 'quality', 'awareness', 'course', 'meditation', 'mind', 'wander', 'distracted', 'long', 'sat', 'intention', 'simply', 'witness', 'mind', 'isrecognizing', 'mind', 'drifted', 'letting', 'thinking', 'resting', 'attention', 'original', 'point', 'focusthen', 'rightly', 'meditation', 'thinking', 'read', 'happiness', 'life', 'wont', 'let', 'easiest', 'way', 'answer', 'question', 'direct', 'experience', 'feel', 'long', 'day', 'engaged', 'small', 'mind', 'engaged', 'thinking', 'feel', 'wake', 'morning', 'thinking', 'mind', 'active', 'night', 'contrast', 'feel', 'open', 'eyes', 'meditation', 'feel', 'let', 'thought', 'lost', 'nature', 'feeling', 'thinking', 'meditating', 'comparable', 'just', 'reiterate', 'absolutely', 'clear', 'thinking', 'bad', 'small', 'mind', 'valuable', 'simply', 'mind', 'untrained', 'tend', 'lost', 'small', 'mind', 'forget', 'big', 'mind', 'time', 'lost', 'thought', 'confused', 'distracted', 'overwhelmed', 'practicing', 'meditationtraining', 'big', 'mindwe', 'reconnect', 'quality', 'awareness', 'feeling', 'space', 'clarity', 'renewed', 'sense', 'perspective', 'fundamentally', 'changes', 'experience', 'life', 'artwork', 'kyle', 'beck']"
1,"['practicing', 'mindfulness', 'long', 'way', 'health', 'organization', 'seen', 'benefits', 'firsthand', 'wants', 'share', 'years', 'dignity', 'health', 'incorporated', 'practice', 'adding', 'reflective', 'pause', 'everyday', 'experience', 'organization', 'pause', 'reflect', 'heal', 'words', 'seen', 'placards', 'hospitals', 'remind', 'caring', 'patients', 'pause', 'reflect', 'taking', 'task', 'healing', 'message', 'intended', 'encourage', 'employees', 'breathe', 'deeply', 'aware', 'present', 'team', 'practices', 'incorporating', 'moment', 'reflective', 'pause', 'staff', 'meetings', 'widespread', 'transitions', 'hospitals', 'working', 'people', 'vulnerable', 'times', 'lives', 'explains', 'christina', 'fernandez', 'svp', 'mission', 'integration', 'spirituality', 'dignity', 'health', 'meaningful', 'work', 'people', 'come', 'work', 'expectation', 'theyll', 'connect', 'meaning', 'connecting', 'meaning', 'especially', 'valuable', 'healthcare', 'profession', 'nature', 'work', 'intimate', 'vital', 'fernandez', 'says', 'feeling', 'connected', 'requires', 'practice', 'time', 'work', 'demanding', 'healthcare', 'returning', 'present', 'moment', 'key', 'need', 'sense', 'mindful', 'grounded', 'anchored', 'present', 'person', 'really', 'appreciate', 'meaning', 'fernandez', 'says', 'encouraging', 'reflective', 'pause', 'excellent', 'step', 'organization', 'decided', 'practice', 'bit', 'deeper', 'explore', 'additional', 'opportunities', 'practice', 'mindfulness', 'recent', 'takemins', 'campaign', 'inspired', 'internal', 'dignity', 'health', 'initiative', 'monthlong', 'challenge', 'turned', 'regular', 'way', 'life', 'encourage', 'employees', 'incorporate', 'couple', 'minutes', 'mindfulness', 'meditation', 'reflective', 'pauses', 'days', 'takemins', 'campaign', 'designed', 'extension', 'initiative', 'encourage', 'community', 'members', 'outside', 'hospital', 'walls', 'nearly', 'percent', 'participants', 'dignity', 'healths', 'poll', 'thousand', 'americans', 'reported', 'health', 'mood', 'benefits', 'surprised', 'quick', 'practice', 'impacts', 'profound', 'improved', 'sleep', 'percent', 'increased', 'happiness', 'percent', 'piloting', 'reflective', 'pause', 'program', 'employees', 'dignity', 'health', 'working', 'incorporate', 'mindfulness', 'lives', 'patients', 'communities', 'organization', 'offers', 'tips', 'mindfulness', 'practice', 'social', 'media', 'channels', 'encouraging', 'people', 'start', 'meditation', 'benefits', 'minutes', 'day', 'pause', 'says', 'fernandez', 'difference', 'awareness', 'allow', 'come', 'body', 'come', 'moment', 'just', 'minutes', 'day', 'open', 'door', 'greater', 'experience', 'mindfulness', 'author', 'post', 'editorial', 'contributor', 'headspace', 'views', 'experiences', 'results', 'contributor', 'paid', 'writing', 'artwork', 'chloe', 'insalljones']"
2,"['andy', 'mornings', 'relatively', 'quiet', 'opportunities', 'minutes', 'meditation', 'time', 'day', 'relaxed', 'afternoons', 'hectic', 'stressful', 'recommend', 'meditation', 'morning', 'somewhat', 'relaxed', 'afternoon', 'better', 'time', 'day', 'argue', 'benefit', 'taking', 'meditation', 'break', 'ways', 'look', 'great', 'thing', 'morning', 'schedule', 'time', 'meditate', 'regardless', 'factors', 'regular', 'fixture', 'calendar', 'afternoon', 'comes', 'gets', 'hectic', 'number', 'things', 'come', 'bump', 'todo', 'list', 'morning', 'best', 'factors', 'consider', 'meditation', 'seen', 'way', 'fixing', 'mind', 'gets', 'busy', 'calming', 'body', 'gets', 'stressed', 'think', 'potential', 'meditation', 'far', 'greater', 'wait', 'feeling', 'stressed', 'meditate', 'regular', 'basis', 'meditation', 'actually', 'helps', 'reduce', 'prevent', 'stress', 'meaning', 'point', 'needing', 'treat', 'similarly', 'meditation', 'help', 'focus', 'calm', 'productive', 'meaning', 'experience', 'work', 'hectic', 'instead', 'doing', 'thing', 'present', 'moment', 'followed', 'present', 'moment', 'quickly', 'slowly', 'perspective', 'present', 'transforms', 'life', 'entirely', 'hey', 'stressing', 'afternoon', 'look', 'sos', 'session', 'thathaving', 'minutes', 'morningjust', 'minutes', 'later', 'day', 'really', 'difference', 'warm', 'wishes', 'andy']"
3,"['drinking', 'wedding', 'delivered', 'coy', 'smile', 'sisters', 'question', 'wasnt', 'really', 'cocktail', 'preferences', 'coded', 'way', 'ask', 'pregnant', 'wellmeaning', 'question', 'stung', 'husband', 'trying', 'expand', 'family', 'months', 'success', 'months', 'trying', 'awkward', 'time', 'comes', 'fertility', 'doctors', 'reluctant', 'introduce', 'treatments', 'healthy', 'couples', 'like', 'husband', 'time', 'browse', 'studies', 'statistics', 'led', 'believe', 'seen', 'positive', 'test', 'loved', 'ones', 'offer', 'wellintentioned', 'advice', 'hoping', 'conceive', 'just', 'relax', 'enjoy', 'popular', 'tidbit', 'itll', 'happen', 'meant', 'happen', 'buy', 'home', 'ovulation', 'tests', 'sign', 'fertilitytracking', 'apps', 'type', 'eager', 'control', 'process', 'possible', 'trying', 'control', 'help', 'feel', 'safe', 'trying', 'control', 'fertility', 'problematic', 'easy', 'convince', 'myself', 'obsessing', 'cramp', 'flutter', 'twoweek', 'wait', 'ovulation', 'form', 'mindfulness', 'really', 'attuned', 'body', 'right', 'minutes', 'included', 'picking', 'apart', 'latest', 'possible', 'symptom', 'picked', 'fights', 'husband', 'didnt', 'want', 'ruminate', 'admit', 'false', 'attempt', 'mindfulness', 'wasnt', 'bringing', 'peace', 'headspaces', 'acceptance', 'pack', 'like', 'way', 'forward', 'calm', 'churning', 'mind', 'decided', 'use', 'day', 'guided', 'meditation', 'pack', 'help', 'twoweek', 'wait', 'stressful', 'half', 'month', 'heres', 'went', 'days', 'fitting', 'twist', 'month', 'ovulation', 'predictors', 'apps', 'disagreed', 'dates', 'fertile', 'lost', 'trusted', 'sense', 'control', 'right', 'beginning', 'chance', 'measure', 'days', 'use', 'data', 'predict', 'happening', 'body', 'designed', 'better', 'time', 'deliberate', 'approach', 'acceptance', 'resisting', 'life', 'right', 'meditation', 'invited', 'ask', 'myself', 'session', 'benefit', 'doing', 'exercise', 'imagined', 'evening', 'relaxation', 'husband', 'nary', 'mention', 'cervical', 'mucus', 'days', 'day', 'considered', 'resisting', 'emotional', 'wallop', 'tighten', 'painfully', 'just', 'passed', 'final', 'day', 'apps', 'flagged', 'important', 'conceiving', 'postovulation', 'tips', 'like', 'eating', 'pineapple', 'core', 'felt', 'like', 'superstition', 'science', 'left', 'wait', 'felt', 'resistance', 'mind', 'body', 'fear', 'failure', 'disappointment', 'inadequacy', 'easy', 'blame', 'myself', 'pregnant', 'myself', 'hunting', 'mistakes', 'miscalculations', 'want', 'blame', 'myself', 'admitting', 'attempt', 'certain', 'outcome', 'achieve', 'hopedfor', 'result', 'scary', 'acceptance', 'just', 'going', 'flow', 'guided', 'meditation', 'reminded', 'valid', 'cause', 'action', 'like', 'confronting', 'bully', 'exercise', 'noticing', 'resistance', 'needing', 'decide', 'let', 'months', 'swing', 'forth', 'convincing', 'myself', 'day', 'definitely', 'pregnant', 'way', 'feel', 'meditation', 'felt', 'like', 'good', 'opportunity', 'remind', 'myself', 'foregone', 'conclusion', 'willing', 'myself', 'pregnant', 'work', 'taking', 'pessimistic', 'approach', 'feel', 'better', 'acceptance', 'felt', 'like', 'cerebral', 'compassionate', 'myself', 'matter', 'month', 'brings', 'read', 'tips', 'mindful', 'birth', 'days', 'didnt', 'stop', 'symptomspotting', 'altogether', 'notice', 'approach', 'felt', 'different', 'woke', 'morning', 'feeling', 'little', 'maybe', 'little', 'queasy', 'past', 'months', 'spark', 'internal', 'tug', 'war', 'trying', 'hopes', 'googled', 'creative', 'ways', 'tell', 'husband', 'pregnant', 'instead', 'practiced', 'acknowledging', 'maybemaybenot', 'sensation', 'feeling', 'urge', 'prepare', 'notice', 'digestive', 'flutter', 'needing', 'pin', 'cause', 'focused', 'meditation', 'benefit', 'immediate', 'family', 'didnt', 'realize', 'calmer', 'demeanor', 'impact', 'wider', 'relationships', 'sunday', 'brunch', 'sister', 'asked', 'planned', 'drink', 'wasnt', 'underlying', 'agenda', 'question', 'loved', 'blood', 'orange', 'bellinis', 'restaurant', 'thought', 'later', 'offered', 'congratulations', 'facebook', 'birth', 'announcement', 'jealousy', 'rumbling', 'stomach', 'pack', 'working', 'ill', 'admit', 'hoped', 'stressrelieving', 'benefits', 'meditation', 'easier', 'conceive', 'know', 'journey', 'acceptance', 'worked', 'terms', 'write', 'days', 'early', 'accurate', 'read', 'pregnancy', 'test', 'meditation', 'didnt', 'magically', 'transport', 'state', 'accept', 'outcome', 'equal', 'grace', 'nervous', 'possibility', 'seeing', 'negative', 'result', 'okay', 'guided', 'meditation', 'offers', 'acceptance', 'need', 'try', 'simply', 'giving', 'resistance', 'giving', 'resistance', 'happen', 'easily', 'like', 'reassuring', 'think', 'capacity', 'acceptance', 'waiting', 'draw', 'quiet', 'strength', 'author', 'post', 'editorial', 'contributor', 'headspace', 'views', 'experiences', 'results', 'contributor', 'paid', 'writing', 'artwork', 'karen', 'hong']"
4,"['wellness', 'craze', 'stigma', 'certain', 'kinds', 'selfimprovement', 'avoid', 'carrying', 'selfhelp', 'books', 'subway', 'feel', 'awkward', 'sharing', 'subjects', 'personal', 'growth', 'water', 'cooler', 'chats', 'works', 'hesitate', 'share', 'unless', 'think', 'page', 'wed', 'like', 'open', 'conversation', 'sharing', 'thoughts', 'colleagues', 'favorite', 'headspace', 'content', 'course', 'think', 'meditation', 'packs', 'pretty', 'great', 'want', 'highlight', 'unsuspecting', 'benefits', 'check', 'favorites', 'maybe', 'youll', 'new', 'goto', 'training', 'drawn', 'pack', 'avid', 'crossfit', 'athlete', 'strong', 'connection', 'training', 'spend', 'lot', 'time', 'head', 'naturally', 'translates', 'time', 'gym', 'head', 'gym', 'errors', 'risk', 'injuring', 'myself', 'having', 'reminder', 'connect', 'breath', 'scan', 'body', 'training', 'invaluable', 'trainer', 'uses', 'headspace', 'reminds', 'come', 'breath', 'pack', 'helps', 'mind', 'clear', 'possible', 'given', 'new', 'capacity', 'adapt', 'quicker', 'avoid', 'injury', 'incredible', 'feel', 'mechanics', 'body', 'overthinking', 'staying', 'breath', 'scanning', 'body', 'given', 'new', 'techniques', 'push', 'mental', 'physical', 'rough', 'spots', 'building', 'endurance', 'didnt', 'know', 'possible', 'possible', 'build', 'new', 'awarenesses', 'instead', '–ricky', 'ramsaran', 'agile', 'coach', 'engineering', 'sleep', 'sleep', 'pack', 'ride', 'die', 'remember', 'difficulty', 'falling', 'asleep', 'high', 'school', 'maybe', 'middle', 'school', 'started', 'working', 'headspace', 'really', 'tried', 'consideration', 'idea', 'minimizing', 'technology', 'use', 'right', 'bed', 'app', 'use', 'day', 'headspace', 'effective', 'evening', 'routine', 'times', 'fall', 'asleep', 'session', 'ends', 'incredible', 'know', 'seek', 'calm', 'falling', 'asleep', 'rule', 'restlessness', 'body', 'busyness', 'mind', 'know', 'big', 'day', 'ahead', 'want', 'certain', 'sleep', 'waking', 'early', 'know', 'exactly', 'achieve', '–maria', 'toce', 'people', 'operations', 'coordinator', 'relationships', 'just', 'coming', 'allconsuming', 'work', 'launch', 'project', 'previous', 'job', 'frazzled', 'mental', 'state', 'remember', 'looking', 'feel', 'reconnected', 'people', 'work', 'normalized', 'felt', 'ready', 'nurturing', 'personal', 'life', 'relationships', 'pack', 'started', 'began', 'pack', 'noticed', 'subtle', 'internal', 'shifts', 'small', 'seemingly', 'insignificant', 'positive', 'exchanges', 'continued', 'impact', 'felt', 'bigger', 'transformative', 'following', 'guidance', 'shift', 'focus', 'myself', 'felt', 'lighter', 'happier', 'open', 'world', 'began', 'notice', 'present', 'conversationsreaching', 'old', 'friends', 'laughing', 'easily', 'generally', 'attuned', 'people', 'immediate', 'vicinity', 'time', 'happened', 'meet', 'fall', 'love', 'boyfriend', 'tough', 'notice', 'caught', 'stresses', 'pack', 'helped', 'consciously', 'refocus', 'attention', 'outwards', 'combination', 'serendipitous', 'events', 'brought', 'training', 'mind', 'heart', 'open', 'people', 'probably', 'missed', 'moment', 'presented', 'itself', 'important', 'lifechanging', 'events', 'come', 'guise', 'everyday', 'minutiae', 'stay', 'awake', 'attuned', 'present', 'pass', 'happy', 'didnt', '–charlie', 'hart', 'senior', 'designer', 'selfesteem', 'completed', 'selfesteem', 'pack', 'perspective', 'myself', 'idea', 'selfesteem', 'totally', 'changed', 'assumed', 'matters', 'self', 'fact', 'spent', 'time', 'learning', 'judgmental', 'empathetic', 'realized', 'wider', 'awarenessone', 'expands', 'outward', 'inward', 'learned', 'judgmental', 'empathetic', 'making', 'assumptions', 'falling', 'patterns', 'selfdoubt', 'know', 'thoughts', 'just', 'thoughts', 'define', 'way', 'helps', 'understand', 'going', 'similar', 'struggles', 'taking', 'time', 'learn', 'let', 'massive', 'effect', '–kenny', 'bonilla', 'customer', 'experience', 'detective', 'kids', 'love', 'pack', 'reminds', 'playful', 'sides', 'meditation', 'mind', 'reminded', 'practice', 'meditation', 'like', 'child', 'lives', 'coming', 'time', 'fresh', 'beginners', 'approach', 'quick', 'really', 'nice', 'refresher', 'tone', 'upbeat', 'cheerful', 'easy', 'tone', 'meditation', 'quite', 'course', 'time', 'place', 'came', 'meditation', 'anxiety', 'playfulness', 'good', 'way', 'remember', 'ways', 'look', 'really', 'great', 'visualization', 'techniques', 'encourage', 'picture', 'need', 'playing', 'great', 'reminder', 'meditation', 'bigger', 'just', 'motivates', 'continue', 'practice', 'larger', 'myself', '–tom', 'freeman', 'learning', 'development', 'manager', 'acceptance', 'pack', 'really', 'helpful', 'feel', 'like', 'number', 'different', 'lives', 'tough', 'translate', 'transition', 'past', 'present', 'truest', 'self', 'learning', 'accept', 'place', 'time', 'representand', 'integrate', 'self', 'tough', 'handle', 'situations', 'choose', 'prefer', 'learning', 'accept', 'continue', 'forward', 'practice', 'acknowledging', 'differences', 'thought', 'action', 'perception', 'reality', 'temporary', 'versus', 'permanent', 'super', 'useful', 'developing', 'better', 'relationship', 'mind', 'fullest', 'potential', 'ryan', 'kelly', 'program', 'manager', 'international', 'business', 'development', 'creativity', 'initially', 'drawn', 'pack', 'wasnt', 'looking', 'delve', 'classically', 'difficult', 'issue', 'instead', 'wanted', 'practice', 'learnings', 'way', 'felt', 'unlocking', 'encouraging', 'whats', 'incredible', 'pack', 'encourages', 'envision', 'completely', 'blank', 'slate', 'canvas', 'place', 'specific', 'types', 'creative', 'outlets', 'guides', 'opening', 'creative', 'space', 'excellent', 'people', 'necessarily', 'know', 'intro', 'packs', 'creativity', 'pack', 'provides', 'teachings', 'applied', 'aspects', 'lives', '–ryan', 'wolpa', 'customer', 'experience', 'manager', 'focus', 'focus', 'easy', 'drawn', 'opposite', 'distracted', 'removing', 'distraction', 'mind', 'daytoday', 'goal', 'catch', 'myself', 'try', 'mindful', 'day', 'choose', 'focus', 'seven', 'points', 'focus', 'pack', 'instructs', '–austin', 'levine', 'data', 'analyst', 'balance', 'really', 'like', 'idea', 'finding', 'healthy', 'balance', 'aspects', 'life', 'feel', 'content', 'state', 'remember', 'doing', 'pack', 'night', 'bed', 'wake', 'day', 'really', 'feel', 'difference', 'difficult', 'articulate', 'mind', 'overall', 'felt', 'lot', 'calmer', 'lack', 'unique', 'word', 'balanced', '–monica', 'grandy', 'software', 'engineer', 'android', 'acceptance', 'drawn', 'acceptance', 'pack', 'myself', 'fighting', 'things', 'life', 'control', 'particularly', 'thoughts', 'feelings', 'people', 'felt', 'developing', 'greater', 'ability', 'accept', 'control', 'lead', 'greater', 'peace', 'mind', 'pack', 'times', 'having', 'difficulty', 'letting', 'resistance', 'respect', 'certain', 'aspects', 'life', 'feel', 'better', 'equipped', 'accept', 'control', 'days', '–michael', 'marchand', 'corporate', 'counsel', 'wed', 'love', 'hear', 'favorite', 'packs', 'jump', 'conversation', 'twitter', 'facebook']"
5,"['andy', 'just', 'wondered', 'happiness', 'kindness', 'supposed', 'come', 'feel', 'particularly', 'happy', 'kind', 'work', 'life', 'pressures', 'people', 'easy', 'happy', 'easy', 'understand', 'like', 'blue', 'sky', 'happiness', 'easy', 'say', 'believe', 'experiencing', 'strong', 'feelings', 'happiness', 'kindness', 'difficult', 'believe', 'thereespecially', 'experience', 'meditation', 'separate', 'parts', 'question', 'lets', 'look', 'quite', 'understandable', 'say', 'busy', 'prevents', 'experiencing', 'happiness', 'kindness', 'look', 'deeply', 'quite', 'black', 'white', 'days', 'busy', 'feel', 'energized', 'enthused', 'flipside', 'time', 'work', 'time', 'world', 'actually', 'feel', 'bit', 'depressed', 'unproductive', 'negate', 'difficulties', 'lifelife', 'quite', 'simply', 'difficult', 'meditation', 'embraces', 'fact', 'simply', 'recognize', 'perception', 'plays', 'role', 'experience', 'reminded', 'tibetan', 'prisoner', 'spent', 'years', 'chinese', 'pow', 'camp', 'eventually', 'escaped', 'traveled', 'himalayas', 'india', 'met', 'dalai', 'lama', 'dalai', 'lama', 'asked', 'managed', 'survive', 'years', 'torture', 'stuck', 'place', 'misery', 'said', 'fear', 'life', 'man', 'replied', 'thing', 'feared', 'losing', 'compassion', 'sense', 'kindness', 'extreme', 'case', 'admittedly', 'shows', 'potential', 'perception', 'confronted', 'death', 'sweet', 'spot', 'short', 'need', 'focus', 'external', 'circumstances', 'internal', 'internally', 'habitual', 'patterns', 'conditioning', 'strong', 'naturally', 'restless', 'mind', 'frequently', 'feel', 'frustrated', 'irritated', 'sad', 'critical', 'mistakenly', 'believe', 'sum', 'total', 'mind', 'forgetting', 'thoughts', 'feelings', 'simply', 'surface', 'mind', 'sit', 'think', 'doing', 'feel', 'happiness', 'kindness', 'caught', 'surface', 'likewise', 'feeling', 'results', 'thinking', 'way', 'experience', 'blue', 'sky', 'mention', 'let', 'endless', 'commentary', 'questions', 'doubts', 'obstructs', 'view', 'blue', 'sky', 'process', 'quick', 'longer', 'anecdotal', 'reports', 'thousand', 'years', 'appear', 'match', 'recent', 'scientific', 'findings', 'let', 'thought', 'experience', 'spacious', 'judgmental', 'empathetic', 'course', 'push', 'hard', 'just', 'caught', 'old', 'pattern', 'wanting', 'thinking', 'lot', 'feeling', 'resentful', 'experiencing', 'approach', 'gently', 'patience', 'start', 'experience', 'weve', 'looking', 'suspect', 'youll', 'enjoy', 'creativity', 'pack', 'way', 'idea', 'central', 'artwork', 'karen', 'hong']"
6,"['massive', 'fan', 'mindfulness', 'key', 'factors', 'helped', 'win', 'olympic', 'gold', 'london', 'helps', 'person', 'want', 'trying', 'think', 'ways', 'adequately', 'explain', 'people', 'benefits', 'meditation', 'say', 'meditate', 'minutes', 'day', 'people', 'switch', 'bit', 'maybe', 'imagining', 'people', 'sitting', 'cross', 'legged', 'waterfall', 'mistcovered', 'mountains', 'maybe', 'thinking', 'just', 'sit', 'making', 'weird', 'noises', 'todo', 'list', 'gets', 'longer', 'missing', 'point', 'meditation', 'simply', 'thing', 'relaxed', 'experience', 'pleasant', 'mental', 'state', 'happens', 'pretty', 'cool', 'meditation', 'place', 'learn', 'skill', 'mindfulness', 'mindfulness', 'number', 'good', 'things', 'follow', 'wake', 'able', 'thoughts', 'feelings', 'choose', 'reaction', 'people', 'underestimate', 'trainable', 'minds', 'experiences', 'prove', 'mental', 'abilities', 'attitudes', 'outlooks', 'fact', 'skillsif', 'practice', 'build', 'professional', 'canoeing', 'spend', 'lot', 'time', 'trying', 'learn', 'new', 'skills', 'aim', 'eventually', 'delivering', 'skills', 'win', 'major', 'races', 'like', 'olympics', 'learn', 'skill', 'gentle', 'water', 'think', 'mind', 'focus', 'components', 'skill', 'hours', 'experimentation', 'manage', 'produce', 'repetition', 'new', 'skill', 'hang', 'powerful', 'whitewater', 'scaling', 'challenge', 'practice', 'putting', 'mock', 'competitions', 'eventually', 'time', 'bring', 'crowd', 'big', 'day', 'idea', 'develop', 'skill', 'easy', 'conditions', 'delivering', 'pressure', 'meditation', 'comes', 'meditate', 'actually', 'practicing', 'skill', 'awarenessand', 'difficult', 'awareness', 'beginner', 'lot', 'going', 'long', 'time', 'perfect', 'struggle', 'strain', 'tired', 'hungry', 'people', 'upset', 'meditation', 'calm', 'easy', 'place', 'create', 'order', 'moves', 'taking', 'real', 'world', 'things', 'unpredictable', 'tougher', 'forgiving', 'having', 'practiced', 'feel', 'like', 'better', 'chance', 'deploying', 'skill', 'need', 'essentially', 'think', 'good', 'way', 'using', 'headspace', 'improve', 'mindfulness', 'skills', 'just', 'realistic', 'able', 'deliver', 'skills', 'olympics', 'unless', 'practiced', 'plenty', 'gentle', 'stream', 'just', 'sitting', 'watching', 'thoughts', 'feelings', 'come', 'trains', 'calm', 'power', 'bit', 'bit', 'gain', 'ability', 'choose', 'reaction', 'currents', 'life', 'turbulent', 'extreme', 'ability', 'worth', 'practicing', 'author', 'post', 'editorial', 'contributor', 'headspace', 'views', 'experiences', 'results', 'contributor', 'paid', 'writing', 'artwork', 'kyle', 'beck']"
7,"['fifth', 'month', 'daily', 'headspace', 'practice', 'palpable', 'improvement', 'mind', 'mood', 'attitude', 'recently', 'able', 'add', 'second', 'daily', 'session', 'recent', 'developments', 'include', 'renewed', 'sense', 'self', 'low', 'selfesteem', 'life', 'able', 'improve', 'perceive', 'properly', 'left', 'wondering', 'meditation', 'generally', 'impact', 'low', 'selfesteem', 'great', 'hear', 'enjoying', 'headspace', 'finding', 'useful', 'heart', 'meditation', 'idea', 'loosening', 'grip', 'sense', 'self', 'sound', 'little', 'scary', 'abstract', 'broken', 'starts', 'lot', 'sense', 'imagine', 'experiencing', 'thought', 'says', 'good', 'believing', 'taking', 'real', 'substantial', 'spending', 'good', 'bit', 'time', 'effort', 'thinking', 'feeling', 'rotten', 'imagine', 'experiencing', 'thought', 'knowing', 'simply', 'passing', 'thought', 'way', 'identifying', 'using', 'reinforce', 'storyline', 'mind', 'instead', 'letting', 'potential', 'meditation', 'experience', 'anxiety', 'getting', 'lost', 'thinking', 'feel', 'anxious', 'witness', 'anxiety', 'say', 'look', 'anxiety', 'letting', 'likewise', 'experience', 'thought', 'unpleasant', 'hurtful', 'somewhat', 'critical', 'grasping', 'using', 'create', 'new', 'storyline', 'simply', 'clearly', 'let', 'difference', 'experiencing', 'witnessing', 'anxiety', 'overwhelmed', 'anxiety', 'time', 'applying', 'approach', 'parts', 'life', 'passing', 'phenomena', 'profound', 'impact', 'perspective', 'experience', 'life', 'course', 'need', 'engage', 'thinking', 'mind', 'human', 'beings', 'experience', 'types', 'emotions', 'longer', 'controlled', 'swept', 'away', 'instead', 'free', 'means', 'step', 'let', 'somewhat', 'ironically', 'low', 'selfesteem', 'low', 'selfworth', 'actually', 'result', 'overidentification', 'think', 'think', 'self', 'actually', 'importance', 'approaching', 'critical', 'way', 'thinking', 'best', 'world', 'brilliant', 'instead', 'think', 'worst', 'world', 'good', 'focus', 'self', 'simply', 'orientated', 'way', 'letting', 'storylines', 'need', 'sure', 'let', 'critical', 'judgmental', 'aspect', 'mind', 'start', 'treat', 'mind', 'mind', 'love', 'start', 'forgiving', 'gentle', 'kinder', 'things', 'practice', 'time', 'natural', 'need', 'think', 'needless', 'say', 'worth', 'effort', 'warm', 'wishes', 'andy', 'artwork', 'karen', 'hong']"
